drl_airfoil
1.00000000 0.00000000
0.98939394 -0.00083895
0.97878788 -0.00097476
0.96818182 -0.00044933
0.95757576 0.00069547
0.94696970 0.00241775
0.93636364 0.00467562
0.92575758 0.00742721
0.91515152 0.01063064
0.90454545 0.01424400
0.89393939 0.01822543
0.88333333 0.02253305
0.87272727 0.02712495
0.86212121 0.03195927
0.85151515 0.03699412
0.84090909 0.04218761
0.83030303 0.04749787
0.81969697 0.05288300
0.80909091 0.05830113
0.79848485 0.06371067
0.78787879 0.06908467
0.77727273 0.07441717
0.76666667 0.07970383
0.75606061 0.08494029
0.74545455 0.09012222
0.73484848 0.09524526
0.72424242 0.10030508
0.71363636 0.10529733
0.70303030 0.11021766
0.69242424 0.11506173
0.68181818 0.11982519
0.67121212 0.12450370
0.66060606 0.12909291
0.65000000 0.13358848
0.63939394 0.13798606
0.62878788 0.14228130
0.61818182 0.14646987
0.60757576 0.15054742
0.59696970 0.15450959
0.58636364 0.15835207
0.57575758 0.16207072
0.56515152 0.16566165
0.55454545 0.16912096
0.54393939 0.17244476
0.53333333 0.17562914
0.52272727 0.17867021
0.51212121 0.18156408
0.50151515 0.18430685
0.49090909 0.18689462
0.48030303 0.18932350
0.46969697 0.19158960
0.45909091 0.19368900
0.44848485 0.19561783
0.43787879 0.19737217
0.42727273 0.19894815
0.41666667 0.20034185
0.40606061 0.20154939
0.39545455 0.20256687
0.38484848 0.20339039
0.37424242 0.20401606
0.36363636 0.20443998
0.35303030 0.20465855
0.34242424 0.20467577
0.33181818 0.20450345
0.32121212 0.20415381
0.31060606 0.20363905
0.30000000 0.20297137
0.28939394 0.20216298
0.27878788 0.20122607
0.26818182 0.20017286
0.25757576 0.19901554
0.24696970 0.19776631
0.23636364 0.19643739
0.22575758 0.19504097
0.21515152 0.19358926
0.20454545 0.19209445
0.19393939 0.19056876
0.18333333 0.18902439
0.17272727 0.18747353
0.16212121 0.18592839
0.15151515 0.18440118
0.14090909 0.18289711
0.13030303 0.18133070
0.11969697 0.17955323
0.10909091 0.17741470
0.09848485 0.17476509
0.08787879 0.17145438
0.07727273 0.16733257
0.06666667 0.16224964
0.05606061 0.15605558
0.04545455 0.14860038
0.03484848 0.13973402
0.02424242 0.12930650
0.01363636 0.11716779
0.00303030 0.10316788
-0.00757576 0.08715677
-0.01818182 0.06898444
-0.02878788 0.04850088
-0.03939394 0.02555607
-0.05000000 -0.00000000
-0.03939394 -0.02615035
-0.02878788 -0.04955125
-0.01818182 -0.07036510
-0.00757576 -0.08875428
0.00303030 -0.10488118
0.01363636 -0.11890820
0.02424242 -0.13099772
0.03484848 -0.14131213
0.04545455 -0.15001382
0.05606061 -0.15726519
0.06666667 -0.16322861
0.07727273 -0.16806648
0.08787879 -0.17194119
0.09848485 -0.17501512
0.10909091 -0.17745068
0.11969697 -0.17941024
0.13030303 -0.18105619
0.14090909 -0.18255093
0.15151515 -0.18405540
0.16212121 -0.18565956
0.17272727 -0.18735169
0.18333333 -0.18911217
0.19393939 -0.19092143
0.20454545 -0.19275986
0.21515152 -0.19460787
0.22575758 -0.19644587
0.23636364 -0.19825426
0.24696970 -0.20001346
0.25757576 -0.20170386
0.26818182 -0.20330587
0.27878788 -0.20479990
0.28939394 -0.20616636
0.30000000 -0.20738565
0.31060606 -0.20843818
0.32121212 -0.20930435
0.33181818 -0.20996457
0.34242424 -0.21039925
0.35303030 -0.21058879
0.36363636 -0.21051424
0.37424242 -0.21017029
0.38484848 -0.20956476
0.39545455 -0.20870602
0.40606061 -0.20760243
0.41666667 -0.20626236
0.42727273 -0.20469415
0.43787879 -0.20290618
0.44848485 -0.20090681
0.45909091 -0.19870439
0.46969697 -0.19630729
0.48030303 -0.19372387
0.49090909 -0.19096248
0.50151515 -0.18803150
0.51212121 -0.18493928
0.52272727 -0.18169418
0.53333333 -0.17830457
0.54393939 -0.17477881
0.55454545 -0.17112525
0.56515152 -0.16735226
0.57575758 -0.16346820
0.58636364 -0.15948143
0.59696970 -0.15540024
0.60757576 -0.15123119
0.61818182 -0.14697903
0.62878788 -0.14264844
0.63939394 -0.13824406
0.65000000 -0.13377059
0.66060606 -0.12923268
0.67121212 -0.12463501
0.68181818 -0.11998224
0.69242424 -0.11527905
0.70303030 -0.11053009
0.71363636 -0.10574005
0.72424242 -0.10091358
0.73484848 -0.09605537
0.74545455 -0.09117007
0.75606061 -0.08626236
0.76666667 -0.08133690
0.77727273 -0.07639837
0.78787879 -0.07145143
0.79848485 -0.06650076
0.80909091 -0.06155189
0.81969697 -0.05662182
0.83030303 -0.05173550
0.84090909 -0.04691804
0.85151515 -0.04219456
0.86212121 -0.03759019
0.87272727 -0.03313004
0.88333333 -0.02883922
0.89393939 -0.02474285
0.90454545 -0.02086606
0.91515152 -0.01723395
0.92575758 -0.01387165
0.93636364 -0.01080428
0.94696970 -0.00805694
0.95757576 -0.00565476
0.96818182 -0.00362287
0.97878788 -0.00198636
0.98939394 -0.00077037
1.00000000 0.00000000
