drl_airfoil
1.00000000 0.00000000
0.98939394 0.00162290
0.97878788 0.00352156
0.96818182 0.00568176
0.95757576 0.00808931
0.94696970 0.01072997
0.93636364 0.01358953
0.92575758 0.01665378
0.91515152 0.01990851
0.90454545 0.02333950
0.89393939 0.02693253
0.88333333 0.03067340
0.87272727 0.03454788
0.86212121 0.03854176
0.85151515 0.04264082
0.84090909 0.04683086
0.83030303 0.05109765
0.81969697 0.05542698
0.80909091 0.05980464
0.79848485 0.06421649
0.78787879 0.06865205
0.77727273 0.07310611
0.76666667 0.07757386
0.75606061 0.08205049
0.74545455 0.08653120
0.73484848 0.09101118
0.72424242 0.09548561
0.71363636 0.09994969
0.70303030 0.10439861
0.69242424 0.10882757
0.68181818 0.11323174
0.67121212 0.11760633
0.66060606 0.12194652
0.65000000 0.12624751
0.63939394 0.13050449
0.62878788 0.13471265
0.61818182 0.13886718
0.60757576 0.14296327
0.59696970 0.14699611
0.58636364 0.15096083
0.57575758 0.15485098
0.56515152 0.15865862
0.55454545 0.16237574
0.54393939 0.16599435
0.53333333 0.16950645
0.52272727 0.17290402
0.51212121 0.17617908
0.50151515 0.17932361
0.49090909 0.18232961
0.48030303 0.18518909
0.46969697 0.18789403
0.45909091 0.19043645
0.44848485 0.19280833
0.43787879 0.19500167
0.42727273 0.19700847
0.41666667 0.19882073
0.40606061 0.20043044
0.39545455 0.20182961
0.38484848 0.20301023
0.37424242 0.20396430
0.36363636 0.20468381
0.35303030 0.20516121
0.34242424 0.20539980
0.33181818 0.20541418
0.32121212 0.20521946
0.31060606 0.20483079
0.30000000 0.20426326
0.28939394 0.20353203
0.27878788 0.20265219
0.26818182 0.20163889
0.25757576 0.20050724
0.24696970 0.19927236
0.23636364 0.19794938
0.22575758 0.19655343
0.21515152 0.19509963
0.20454545 0.19360310
0.19393939 0.19207896
0.18333333 0.19054234
0.17272727 0.18900836
0.16212121 0.18749215
0.15151515 0.18600883
0.14090909 0.18456616
0.13030303 0.18307648
0.11969697 0.18138556
0.10909091 0.17933781
0.09848485 0.17677763
0.08787879 0.17354944
0.07727273 0.16949764
0.06666667 0.16446665
0.05606061 0.15830088
0.04545455 0.15084472
0.03484848 0.14194261
0.02424242 0.13143893
0.01363636 0.11917811
0.00303030 0.10500455
-0.00757576 0.08876266
-0.01818182 0.07029685
-0.02878788 0.04945153
-0.03939394 0.02607111
-0.05000000 -0.00000000
-0.03939394 -0.02660469
-0.02878788 -0.05042249
-0.01818182 -0.07161691
-0.00757576 -0.09035144
0.00303030 -0.10678957
0.01363636 -0.12109481
0.02424242 -0.13343065
0.03484848 -0.14396058
0.04545455 -0.15284811
0.05606061 -0.16025673
0.06666667 -0.16634994
0.07727273 -0.17129123
0.08787879 -0.17524410
0.09848485 -0.17837205
0.10909091 -0.18083857
0.11969697 -0.18280717
0.13030303 -0.18444133
0.14090909 -0.18590456
0.15151515 -0.18735889
0.16212121 -0.18889514
0.17272727 -0.19050201
0.18333333 -0.19216033
0.19393939 -0.19385091
0.20454545 -0.19555458
0.21515152 -0.19725217
0.22575758 -0.19892449
0.23636364 -0.20055238
0.24696970 -0.20211666
0.25757576 -0.20359815
0.26818182 -0.20497767
0.27878788 -0.20623606
0.28939394 -0.20735413
0.30000000 -0.20831270
0.31060606 -0.20909261
0.32121212 -0.20967468
0.33181818 -0.21003973
0.34242424 -0.21016858
0.35303030 -0.21004206
0.36363636 -0.20964168
0.37424242 -0.20896368
0.38484848 -0.20801850
0.39545455 -0.20681712
0.40606061 -0.20537054
0.41666667 -0.20368977
0.42727273 -0.20178580
0.43787879 -0.19966964
0.44848485 -0.19735227
0.45909091 -0.19484469
0.46969697 -0.19215792
0.48030303 -0.18930293
0.49090909 -0.18629074
0.50151515 -0.18313234
0.51212121 -0.17983873
0.52272727 -0.17642090
0.53333333 -0.17288986
0.54393939 -0.16925660
0.55454545 -0.16553213
0.56515152 -0.16172743
0.57575758 -0.15785352
0.58636364 -0.15392138
0.59696970 -0.14994179
0.60757576 -0.14592004
0.61818182 -0.14185572
0.62878788 -0.13774815
0.63939394 -0.13359664
0.65000000 -0.12940051
0.66060606 -0.12515909
0.67121212 -0.12087169
0.68181818 -0.11653763
0.69242424 -0.11215623
0.70303030 -0.10772681
0.71363636 -0.10324868
0.72424242 -0.09872118
0.73484848 -0.09414362
0.74545455 -0.08951531
0.75606061 -0.08483558
0.76666667 -0.08010374
0.77727273 -0.07531912
0.78787879 -0.07048103
0.79848485 -0.06558879
0.80909091 -0.06064327
0.81969697 -0.05566530
0.83030303 -0.05068964
0.84090909 -0.04575137
0.85151515 -0.04088552
0.86212121 -0.03612716
0.87272727 -0.03151134
0.88333333 -0.02707312
0.89393939 -0.02284755
0.90454545 -0.01886970
0.91515152 -0.01517460
0.92575758 -0.01179733
0.93636364 -0.00877292
0.94696970 -0.00613645
0.95757576 -0.00392297
0.96818182 -0.00216753
0.97878788 -0.00090518
0.98939394 -0.00017099
1.00000000 0.00000000
